tag,init_file,output_dir,case_region,n_pores_requested,n_pores_effective,k_spacing,depth_ratio,width,height,final_vtu,n_bubbles,status
099,/home/fiorello/init_files_grid/099.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/099,intermediate,2,2,3.090909090909091,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/099/surf_20.0.vtu,0,ok
100,/home/fiorello/init_files_grid/100.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/100,intermediate,2,2,3.090909090909091,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/100/surf_20.0.vtu,0,ok
101,/home/fiorello/init_files_grid/101.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/101,intermediate,2,2,3.090909090909091,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/101/surf_20.0.vtu,2,ok
102,/home/fiorello/init_files_grid/102.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/102,intermediate,2,2,3.3636363636363633,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/102/surf_20.0.vtu,0,ok
103,/home/fiorello/init_files_grid/103.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/103,intermediate,2,2,3.3636363636363633,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/103/surf_20.0.vtu,0,ok
104,/home/fiorello/init_files_grid/104.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/104,intermediate,2,2,3.3636363636363633,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/104/surf_20.0.vtu,0,ok
105,/home/fiorello/init_files_grid/105.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/105,intermediate,2,2,3.3636363636363633,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/105/surf_20.0.vtu,0,ok
106,/home/fiorello/init_files_grid/106.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/106,intermediate,2,2,3.3636363636363633,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/106/surf_20.0.vtu,0,ok
107,/home/fiorello/init_files_grid/107.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/107,intermediate,2,2,3.3636363636363633,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/107/surf_20.0.vtu,0,ok
108,/home/fiorello/init_files_grid/108.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/108,intermediate,2,2,3.6363636363636362,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/108/surf_20.0.vtu,0,ok
109,/home/fiorello/init_files_grid/109.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/109,intermediate,2,2,3.6363636363636362,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/109/surf_20.0.vtu,0,ok
110,/home/fiorello/init_files_grid/110.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/110,intermediate,2,2,3.6363636363636362,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/110/surf_20.0.vtu,0,ok
111,/home/fiorello/init_files_grid/111.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/111,intermediate,2,2,3.6363636363636362,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/111/surf_20.0.vtu,0,ok
112,/home/fiorello/init_files_grid/112.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/112,intermediate,2,2,3.6363636363636362,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/112/surf_20.0.vtu,0,ok
113,/home/fiorello/init_files_grid/113.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/113,intermediate,2,2,3.6363636363636362,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/113/surf_20.0.vtu,0,ok
114,/home/fiorello/init_files_grid/114.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/114,intermediate,2,2,3.909090909090909,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/114/surf_20.0.vtu,0,ok
115,/home/fiorello/init_files_grid/115.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/115,intermediate,2,2,3.909090909090909,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/115/surf_20.0.vtu,0,ok
116,/home/fiorello/init_files_grid/116.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/116,intermediate,2,2,3.909090909090909,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/116/surf_20.0.vtu,0,ok
117,/home/fiorello/init_files_grid/117.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/117,intermediate,2,2,3.909090909090909,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/117/surf_20.0.vtu,0,ok
118,/home/fiorello/init_files_grid/118.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/118,intermediate,2,2,3.909090909090909,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/118/surf_20.0.vtu,0,ok
119,/home/fiorello/init_files_grid/119.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/119,intermediate,2,2,3.909090909090909,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/119/surf_20.0.vtu,0,ok
120,/home/fiorello/init_files_grid/120.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/120,intermediate,2,2,4.181818181818182,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/120/surf_20.0.vtu,0,ok
121,/home/fiorello/init_files_grid/121.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/121,intermediate,2,2,4.181818181818182,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/121/surf_20.0.vtu,0,ok
122,/home/fiorello/init_files_grid/122.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/122,intermediate,2,2,4.181818181818182,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/122/surf_20.0.vtu,0,ok
123,/home/fiorello/init_files_grid/123.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/123,intermediate,2,2,4.181818181818182,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/123/surf_20.0.vtu,0,ok
124,/home/fiorello/init_files_grid/124.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/124,intermediate,2,2,4.181818181818182,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/124/surf_20.0.vtu,0,ok
125,/home/fiorello/init_files_grid/125.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/125,intermediate,2,2,4.181818181818182,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/125/surf_20.0.vtu,0,ok
126,/home/fiorello/init_files_grid/126.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/126,intermediate,2,2,4.454545454545454,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/126/surf_20.0.vtu,0,ok
127,/home/fiorello/init_files_grid/127.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/127,intermediate,2,2,4.454545454545454,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/127/surf_20.0.vtu,0,ok
128,/home/fiorello/init_files_grid/128.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/128,intermediate,2,2,4.454545454545454,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/128/surf_20.0.vtu,0,ok
129,/home/fiorello/init_files_grid/129.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/129,intermediate,2,2,4.454545454545454,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/129/surf_20.0.vtu,0,ok
130,/home/fiorello/init_files_grid/130.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/130,intermediate,2,2,4.454545454545454,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/130/surf_20.0.vtu,0,ok
131,/home/fiorello/init_files_grid/131.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/131,intermediate,2,2,4.454545454545454,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/131/surf_20.0.vtu,0,ok
132,/home/fiorello/init_files_grid/132.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/132,intermediate,2,2,4.727272727272727,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/132/surf_20.0.vtu,0,ok
133,/home/fiorello/init_files_grid/133.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/133,intermediate,2,2,4.727272727272727,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/133/surf_20.0.vtu,0,ok
134,/home/fiorello/init_files_grid/134.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/134,intermediate,2,2,4.727272727272727,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/134/surf_20.0.vtu,0,ok
135,/home/fiorello/init_files_grid/135.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/135,intermediate,2,2,4.727272727272727,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/135/surf_20.0.vtu,0,ok
136,/home/fiorello/init_files_grid/136.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/136,intermediate,2,2,4.727272727272727,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/136/surf_20.0.vtu,0,ok
137,/home/fiorello/init_files_grid/137.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/137,intermediate,2,2,4.727272727272727,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/137/surf_20.0.vtu,0,ok
138,/home/fiorello/init_files_grid/138.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/138,intermediate,2,2,5.0,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/138/surf_20.0.vtu,0,ok
139,/home/fiorello/init_files_grid/139.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/139,intermediate,2,2,5.0,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/139/surf_20.0.vtu,0,ok
140,/home/fiorello/init_files_grid/140.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/140,intermediate,2,2,5.0,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/140/surf_20.0.vtu,0,ok
141,/home/fiorello/init_files_grid/141.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/141,intermediate,2,2,5.0,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/141/surf_20.0.vtu,0,ok
142,/home/fiorello/init_files_grid/142.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/142,intermediate,2,2,5.0,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/142/surf_20.0.vtu,0,ok
143,/home/fiorello/init_files_grid/143.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/143,intermediate,2,2,5.0,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/143/surf_20.0.vtu,0,ok
144,/home/fiorello/init_files_grid/144.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/144,intermediate,3,3,2.0,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/144/surf_20.0.vtu,0,ok
145,/home/fiorello/init_files_grid/145.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/145,intermediate,3,3,2.0,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/145/surf_20.0.vtu,0,ok
146,/home/fiorello/init_files_grid/146.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/146,intermediate,3,3,2.0,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/146/surf_20.0.vtu,1,ok
147,/home/fiorello/init_files_grid/147.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/147,intermediate,3,3,2.0,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/147/surf_20.0.vtu,1,ok
148,/home/fiorello/init_files_grid/148.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/148,intermediate,3,3,2.0,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/148/surf_20.0.vtu,1,ok
149,/home/fiorello/init_files_grid/149.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/149,intermediate,3,3,2.0,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/149/surf_20.0.vtu,1,ok
150,/home/fiorello/init_files_grid/150.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/150,intermediate,3,3,2.2727272727272725,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/150/surf_20.0.vtu,0,ok
151,/home/fiorello/init_files_grid/151.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/151,intermediate,3,3,2.2727272727272725,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/151/surf_20.0.vtu,0,ok
152,/home/fiorello/init_files_grid/152.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/152,intermediate,3,3,2.2727272727272725,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/152/surf_20.0.vtu,0,ok
153,/home/fiorello/init_files_grid/153.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/153,intermediate,3,3,2.2727272727272725,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/153/surf_20.0.vtu,1,ok
154,/home/fiorello/init_files_grid/154.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/154,intermediate,3,3,2.2727272727272725,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/154/surf_20.0.vtu,1,ok
155,/home/fiorello/init_files_grid/155.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/155,intermediate,3,3,2.2727272727272725,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/155/surf_20.0.vtu,1,ok
156,/home/fiorello/init_files_grid/156.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/156,intermediate,3,3,2.5454545454545454,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/156/surf_20.0.vtu,0,ok
157,/home/fiorello/init_files_grid/157.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/157,intermediate,3,3,2.5454545454545454,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/157/surf_20.0.vtu,0,ok
158,/home/fiorello/init_files_grid/158.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/158,intermediate,3,3,2.5454545454545454,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/158/surf_20.0.vtu,0,ok
159,/home/fiorello/init_files_grid/159.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/159,intermediate,3,3,2.5454545454545454,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/159/surf_20.0.vtu,1,ok
160,/home/fiorello/init_files_grid/160.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/160,intermediate,3,3,2.5454545454545454,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/160/surf_20.0.vtu,3,ok
161,/home/fiorello/init_files_grid/161.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/161,intermediate,3,3,2.5454545454545454,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/161/surf_20.0.vtu,3,ok
162,/home/fiorello/init_files_grid/162.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/162,intermediate,3,3,2.8181818181818183,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/162/surf_20.0.vtu,0,ok
163,/home/fiorello/init_files_grid/163.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/163,intermediate,3,3,2.8181818181818183,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/163/surf_20.0.vtu,0,ok
164,/home/fiorello/init_files_grid/164.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/164,intermediate,3,3,2.8181818181818183,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/164/surf_20.0.vtu,0,ok
165,/home/fiorello/init_files_grid/165.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/165,intermediate,3,3,2.8181818181818183,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/165/surf_20.0.vtu,0,ok
166,/home/fiorello/init_files_grid/166.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/166,intermediate,3,3,2.8181818181818183,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/166/surf_20.0.vtu,1,ok
167,/home/fiorello/init_files_grid/167.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/167,intermediate,3,3,2.8181818181818183,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/167/surf_20.0.vtu,3,ok
168,/home/fiorello/init_files_grid/168.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/168,intermediate,3,3,3.090909090909091,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/168/surf_20.0.vtu,0,ok
169,/home/fiorello/init_files_grid/169.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/169,intermediate,3,3,3.090909090909091,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/169/surf_20.0.vtu,0,ok
170,/home/fiorello/init_files_grid/170.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/170,intermediate,3,3,3.090909090909091,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/170/surf_20.0.vtu,0,ok
171,/home/fiorello/init_files_grid/171.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/171,intermediate,3,3,3.090909090909091,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/171/surf_20.0.vtu,0,ok
172,/home/fiorello/init_files_grid/172.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/172,intermediate,3,3,3.090909090909091,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/172/surf_20.0.vtu,1,ok
173,/home/fiorello/init_files_grid/173.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/173,intermediate,3,3,3.090909090909091,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/173/surf_20.0.vtu,3,ok
174,/home/fiorello/init_files_grid/174.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/174,intermediate,3,3,3.3636363636363633,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/174/surf_20.0.vtu,0,ok
175,/home/fiorello/init_files_grid/175.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/175,intermediate,3,3,3.3636363636363633,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/175/surf_20.0.vtu,0,ok
176,/home/fiorello/init_files_grid/176.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/176,intermediate,3,3,3.3636363636363633,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/176/surf_20.0.vtu,0,ok
177,/home/fiorello/init_files_grid/177.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/177,intermediate,3,3,3.3636363636363633,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/177/surf_20.0.vtu,0,ok
178,/home/fiorello/init_files_grid/178.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/178,intermediate,3,3,3.3636363636363633,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/178/surf_20.0.vtu,0,ok
179,/home/fiorello/init_files_grid/179.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/179,intermediate,3,3,3.3636363636363633,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/179/surf_20.0.vtu,1,ok
180,/home/fiorello/init_files_grid/180.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/180,intermediate,3,3,3.6363636363636362,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/180/surf_20.0.vtu,0,ok
181,/home/fiorello/init_files_grid/181.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/181,intermediate,3,3,3.6363636363636362,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/181/surf_20.0.vtu,0,ok
182,/home/fiorello/init_files_grid/182.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/182,intermediate,3,3,3.6363636363636362,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/182/surf_20.0.vtu,0,ok
183,/home/fiorello/init_files_grid/183.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/183,intermediate,3,3,3.6363636363636362,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/183/surf_20.0.vtu,0,ok
184,/home/fiorello/init_files_grid/184.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/184,intermediate,3,3,3.6363636363636362,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/184/surf_20.0.vtu,0,ok
185,/home/fiorello/init_files_grid/185.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/185,intermediate,3,3,3.6363636363636362,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/185/surf_20.0.vtu,1,ok
186,/home/fiorello/init_files_grid/186.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/186,intermediate,3,3,3.909090909090909,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/186/surf_20.0.vtu,0,ok
187,/home/fiorello/init_files_grid/187.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/187,intermediate,3,3,3.909090909090909,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/187/surf_20.0.vtu,0,ok
188,/home/fiorello/init_files_grid/188.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/188,intermediate,3,3,3.909090909090909,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/188/surf_20.0.vtu,0,ok
189,/home/fiorello/init_files_grid/189.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/189,intermediate,3,3,3.909090909090909,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/189/surf_20.0.vtu,0,ok
190,/home/fiorello/init_files_grid/190.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/190,intermediate,3,3,3.909090909090909,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/190/surf_20.0.vtu,0,ok
191,/home/fiorello/init_files_grid/191.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/191,intermediate,3,3,3.909090909090909,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/191/surf_20.0.vtu,0,ok
192,/home/fiorello/init_files_grid/192.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/192,intermediate,3,3,4.181818181818182,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/192/surf_20.0.vtu,0,ok
193,/home/fiorello/init_files_grid/193.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/193,intermediate,3,3,4.181818181818182,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/193/surf_20.0.vtu,0,ok
194,/home/fiorello/init_files_grid/194.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/194,intermediate,3,3,4.181818181818182,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/194/surf_20.0.vtu,0,ok
195,/home/fiorello/init_files_grid/195.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/195,intermediate,3,3,4.181818181818182,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/195/surf_20.0.vtu,0,ok
196,/home/fiorello/init_files_grid/196.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/196,intermediate,3,3,4.181818181818182,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/196/surf_20.0.vtu,0,ok
197,/home/fiorello/init_files_grid/197.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/197,intermediate,3,3,4.181818181818182,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/197/surf_20.0.vtu,0,ok
198,/home/fiorello/init_files_grid/198.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/198,intermediate,3,3,4.454545454545454,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/198/surf_20.0.vtu,0,ok
199,/home/fiorello/init_files_grid/199.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/199,intermediate,3,3,4.454545454545454,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/199/surf_20.0.vtu,0,ok
