tag,init_file,output_dir,case_region,n_pores_requested,n_pores_effective,k_spacing,depth_ratio,width,height,final_vtu,n_bubbles,status
200,/home/fiorello/init_files_grid/200.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/200,intermediate,3,3,4.454545454545454,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/200/surf_20.0.vtu,0,ok
201,/home/fiorello/init_files_grid/201.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/201,intermediate,3,3,4.454545454545454,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/201/surf_20.0.vtu,0,ok
202,/home/fiorello/init_files_grid/202.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/202,intermediate,3,3,4.454545454545454,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/202/surf_20.0.vtu,0,ok
203,/home/fiorello/init_files_grid/203.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/203,intermediate,3,3,4.454545454545454,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/203/surf_20.0.vtu,0,ok
204,/home/fiorello/init_files_grid/204.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/204,intermediate,3,3,4.727272727272727,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/204/surf_20.0.vtu,0,ok
205,/home/fiorello/init_files_grid/205.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/205,intermediate,3,3,4.727272727272727,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/205/surf_20.0.vtu,0,ok
206,/home/fiorello/init_files_grid/206.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/206,intermediate,3,3,4.727272727272727,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/206/surf_20.0.vtu,0,ok
207,/home/fiorello/init_files_grid/207.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/207,intermediate,3,3,4.727272727272727,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/207/surf_20.0.vtu,0,ok
208,/home/fiorello/init_files_grid/208.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/208,intermediate,3,3,4.727272727272727,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/208/surf_20.0.vtu,0,ok
209,/home/fiorello/init_files_grid/209.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/209,intermediate,3,3,4.727272727272727,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/209/surf_20.0.vtu,0,ok
210,/home/fiorello/init_files_grid/210.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/210,intermediate,3,3,5.0,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/210/surf_20.0.vtu,0,ok
211,/home/fiorello/init_files_grid/211.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/211,intermediate,3,3,5.0,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/211/surf_20.0.vtu,0,ok
212,/home/fiorello/init_files_grid/212.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/212,intermediate,3,3,5.0,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/212/surf_20.0.vtu,0,ok
213,/home/fiorello/init_files_grid/213.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/213,intermediate,3,3,5.0,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/213/surf_20.0.vtu,0,ok
214,/home/fiorello/init_files_grid/214.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/214,intermediate,3,3,5.0,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/214/surf_20.0.vtu,0,ok
215,/home/fiorello/init_files_grid/215.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/215,intermediate,3,3,5.0,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/215/surf_20.0.vtu,0,ok
216,/home/fiorello/init_files_grid/216.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/216,intermediate,4,4,2.0,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/216/surf_20.0.vtu,0,ok
217,/home/fiorello/init_files_grid/217.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/217,intermediate,4,4,2.0,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/217/surf_20.0.vtu,0,ok
218,/home/fiorello/init_files_grid/218.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/218,intermediate,4,4,2.0,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/218/surf_20.0.vtu,2,ok
219,/home/fiorello/init_files_grid/219.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/219,intermediate,4,4,2.0,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/219/surf_20.0.vtu,1,ok
220,/home/fiorello/init_files_grid/220.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/220,intermediate,4,4,2.0,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/220/surf_20.0.vtu,1,ok
221,/home/fiorello/init_files_grid/221.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/221,intermediate,4,4,2.0,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/221/surf_20.0.vtu,1,ok
222,/home/fiorello/init_files_grid/222.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/222,intermediate,4,4,2.2727272727272725,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/222/surf_20.0.vtu,0,ok
223,/home/fiorello/init_files_grid/223.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/223,intermediate,4,4,2.2727272727272725,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/223/surf_20.0.vtu,0,ok
224,/home/fiorello/init_files_grid/224.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/224,intermediate,4,4,2.2727272727272725,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/224/surf_20.0.vtu,0,ok
225,/home/fiorello/init_files_grid/225.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/225,intermediate,4,4,2.2727272727272725,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/225/surf_20.0.vtu,2,ok
226,/home/fiorello/init_files_grid/226.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/226,intermediate,4,4,2.2727272727272725,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/226/surf_20.0.vtu,1,ok
227,/home/fiorello/init_files_grid/227.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/227,intermediate,4,4,2.2727272727272725,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/227/surf_20.0.vtu,1,ok
228,/home/fiorello/init_files_grid/228.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/228,intermediate,4,4,2.5454545454545454,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/228/surf_20.0.vtu,0,ok
229,/home/fiorello/init_files_grid/229.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/229,intermediate,4,4,2.5454545454545454,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/229/surf_20.0.vtu,0,ok
230,/home/fiorello/init_files_grid/230.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/230,intermediate,4,4,2.5454545454545454,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/230/surf_20.0.vtu,0,ok
231,/home/fiorello/init_files_grid/231.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/231,intermediate,4,4,2.5454545454545454,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/231/surf_20.0.vtu,2,ok
232,/home/fiorello/init_files_grid/232.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/232,intermediate,4,4,2.5454545454545454,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/232/surf_20.0.vtu,2,ok
233,/home/fiorello/init_files_grid/233.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/233,intermediate,4,4,2.5454545454545454,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/233/surf_20.0.vtu,4,ok
234,/home/fiorello/init_files_grid/234.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/234,intermediate,4,4,2.8181818181818183,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/234/surf_20.0.vtu,0,ok
235,/home/fiorello/init_files_grid/235.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/235,intermediate,4,4,2.8181818181818183,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/235/surf_20.0.vtu,0,ok
236,/home/fiorello/init_files_grid/236.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/236,intermediate,4,4,2.8181818181818183,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/236/surf_20.0.vtu,0,ok
237,/home/fiorello/init_files_grid/237.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/237,intermediate,4,4,2.8181818181818183,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/237/surf_20.0.vtu,0,ok
238,/home/fiorello/init_files_grid/238.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/238,intermediate,4,4,2.8181818181818183,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/238/surf_20.0.vtu,2,ok
239,/home/fiorello/init_files_grid/239.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/239,intermediate,4,4,2.8181818181818183,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/239/surf_20.0.vtu,4,ok
240,/home/fiorello/init_files_grid/240.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/240,intermediate,4,4,3.090909090909091,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/240/surf_20.0.vtu,0,ok
241,/home/fiorello/init_files_grid/241.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/241,intermediate,4,4,3.090909090909091,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/241/surf_20.0.vtu,0,ok
242,/home/fiorello/init_files_grid/242.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/242,intermediate,4,4,3.090909090909091,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/242/surf_20.0.vtu,0,ok
243,/home/fiorello/init_files_grid/243.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/243,intermediate,4,4,3.090909090909091,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/243/surf_20.0.vtu,0,ok
244,/home/fiorello/init_files_grid/244.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/244,intermediate,4,4,3.090909090909091,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/244/surf_20.0.vtu,2,ok
245,/home/fiorello/init_files_grid/245.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/245,intermediate,4,4,3.090909090909091,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/245/surf_20.0.vtu,4,ok
246,/home/fiorello/init_files_grid/246.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/246,intermediate,4,4,3.3636363636363633,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/246/surf_20.0.vtu,0,ok
247,/home/fiorello/init_files_grid/247.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/247,intermediate,4,4,3.3636363636363633,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/247/surf_20.0.vtu,0,ok
248,/home/fiorello/init_files_grid/248.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/248,intermediate,4,4,3.3636363636363633,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/248/surf_20.0.vtu,0,ok
249,/home/fiorello/init_files_grid/249.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/249,intermediate,4,4,3.3636363636363633,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/249/surf_20.0.vtu,0,ok
250,/home/fiorello/init_files_grid/250.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/250,intermediate,4,4,3.3636363636363633,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/250/surf_20.0.vtu,0,ok
251,/home/fiorello/init_files_grid/251.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/251,intermediate,4,4,3.3636363636363633,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/251/surf_20.0.vtu,4,ok
252,/home/fiorello/init_files_grid/252.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/252,intermediate,4,4,3.6363636363636362,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/252/surf_20.0.vtu,0,ok
253,/home/fiorello/init_files_grid/253.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/253,intermediate,4,4,3.6363636363636362,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/253/surf_20.0.vtu,0,ok
254,/home/fiorello/init_files_grid/254.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/254,intermediate,4,4,3.6363636363636362,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/254/surf_20.0.vtu,0,ok
255,/home/fiorello/init_files_grid/255.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/255,intermediate,4,4,3.6363636363636362,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/255/surf_20.0.vtu,0,ok
256,/home/fiorello/init_files_grid/256.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/256,intermediate,4,4,3.6363636363636362,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/256/surf_20.0.vtu,0,ok
257,/home/fiorello/init_files_grid/257.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/257,intermediate,4,4,3.6363636363636362,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/257/surf_20.0.vtu,4,ok
258,/home/fiorello/init_files_grid/258.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/258,intermediate,4,4,3.909090909090909,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/258/surf_20.0.vtu,0,ok
259,/home/fiorello/init_files_grid/259.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/259,intermediate,4,4,3.909090909090909,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/259/surf_20.0.vtu,0,ok
260,/home/fiorello/init_files_grid/260.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/260,intermediate,4,4,3.909090909090909,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/260/surf_20.0.vtu,0,ok
261,/home/fiorello/init_files_grid/261.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/261,intermediate,4,4,3.909090909090909,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/261/surf_20.0.vtu,0,ok
262,/home/fiorello/init_files_grid/262.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/262,intermediate,4,4,3.909090909090909,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/262/surf_20.0.vtu,2,ok
263,/home/fiorello/init_files_grid/263.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/263,intermediate,4,4,3.909090909090909,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/263/surf_20.0.vtu,4,ok
264,/home/fiorello/init_files_grid/264.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/264,intermediate,4,4,4.181818181818182,8.0,0.09895808,0.6016646400000001,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/264/surf_20.0.vtu,0,ok
265,/home/fiorello/init_files_grid/265.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/265,intermediate,4,4,4.181818181818182,9.0,0.09895808,0.7006227200000001,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/265/surf_20.0.vtu,0,ok
266,/home/fiorello/init_files_grid/266.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/266,intermediate,4,4,4.181818181818182,10.0,0.09895808,0.7995808,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/266/surf_20.0.vtu,0,ok
267,/home/fiorello/init_files_grid/267.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/267,intermediate,4,4,4.181818181818182,11.0,0.09895808,0.89853888,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/267/surf_20.0.vtu,0,ok
268,/home/fiorello/init_files_grid/268.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/268,intermediate,4,4,4.181818181818182,12.0,0.09895808,0.9974969600000001,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/268/surf_20.0.vtu,0,ok
269,/home/fiorello/init_files_grid/269.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/269,intermediate,4,4,4.181818181818182,13.0,0.09895808,1.0964550400000002,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/269/surf_20.0.vtu,2,ok
270,/home/fiorello/init_files_grid/270.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/270,intermediate,4,3,4.454545454545454,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/270/surf_20.0.vtu,0,ok
271,/home/fiorello/init_files_grid/271.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/271,intermediate,4,3,4.454545454545454,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/271/surf_20.0.vtu,0,ok
272,/home/fiorello/init_files_grid/272.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/272,intermediate,4,3,4.454545454545454,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/272/surf_20.0.vtu,0,ok
273,/home/fiorello/init_files_grid/273.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/273,intermediate,4,3,4.454545454545454,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/273/surf_20.0.vtu,0,ok
274,/home/fiorello/init_files_grid/274.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/274,intermediate,4,3,4.454545454545454,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/274/surf_20.0.vtu,0,ok
275,/home/fiorello/init_files_grid/275.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/275,intermediate,4,3,4.454545454545454,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/275/surf_20.0.vtu,0,ok
276,/home/fiorello/init_files_grid/276.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/276,intermediate,4,3,4.727272727272727,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/276/surf_20.0.vtu,0,ok
277,/home/fiorello/init_files_grid/277.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/277,intermediate,4,3,4.727272727272727,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/277/surf_20.0.vtu,0,ok
278,/home/fiorello/init_files_grid/278.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/278,intermediate,4,3,4.727272727272727,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/278/surf_20.0.vtu,0,ok
279,/home/fiorello/init_files_grid/279.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/279,intermediate,4,3,4.727272727272727,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/279/surf_20.0.vtu,0,ok
280,/home/fiorello/init_files_grid/280.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/280,intermediate,4,3,4.727272727272727,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/280/surf_20.0.vtu,0,ok
281,/home/fiorello/init_files_grid/281.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/281,intermediate,4,3,4.727272727272727,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/281/surf_20.0.vtu,0,ok
282,/home/fiorello/init_files_grid/282.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/282,intermediate,4,3,5.0,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/282/surf_20.0.vtu,0,ok
283,/home/fiorello/init_files_grid/283.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/283,intermediate,4,3,5.0,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/283/surf_20.0.vtu,0,ok
284,/home/fiorello/init_files_grid/284.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/284,intermediate,4,3,5.0,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/284/surf_20.0.vtu,0,ok
285,/home/fiorello/init_files_grid/285.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/285,intermediate,4,3,5.0,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/285/surf_20.0.vtu,0,ok
286,/home/fiorello/init_files_grid/286.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/286,intermediate,4,3,5.0,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/286/surf_20.0.vtu,0,ok
287,/home/fiorello/init_files_grid/287.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/287,intermediate,4,3,5.0,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/287/surf_20.0.vtu,0,ok
288,/home/fiorello/init_files_grid/288.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/288,intermediate,5,5,2.0,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/288/surf_20.0.vtu,0,ok
289,/home/fiorello/init_files_grid/289.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/289,intermediate,5,5,2.0,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/289/surf_20.0.vtu,0,ok
290,/home/fiorello/init_files_grid/290.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/290,intermediate,5,5,2.0,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/290/surf_20.0.vtu,3,ok
291,/home/fiorello/init_files_grid/291.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/291,intermediate,5,5,2.0,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/291/surf_20.0.vtu,1,ok
292,/home/fiorello/init_files_grid/292.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/292,intermediate,5,5,2.0,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/292/surf_20.0.vtu,1,ok
293,/home/fiorello/init_files_grid/293.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/293,intermediate,5,5,2.0,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/293/surf_20.0.vtu,1,ok
294,/home/fiorello/init_files_grid/294.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/294,intermediate,5,5,2.2727272727272725,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/294/surf_20.0.vtu,0,ok
295,/home/fiorello/init_files_grid/295.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/295,intermediate,5,5,2.2727272727272725,9.0,0.1045,0.7505,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/295/surf_20.0.vtu,0,ok
296,/home/fiorello/init_files_grid/296.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/296,intermediate,5,5,2.2727272727272725,10.0,0.1045,0.855,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/296/surf_20.0.vtu,0,ok
297,/home/fiorello/init_files_grid/297.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/297,intermediate,5,5,2.2727272727272725,11.0,0.1045,0.9595,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/297/surf_20.0.vtu,3,ok
298,/home/fiorello/init_files_grid/298.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/298,intermediate,5,5,2.2727272727272725,12.0,0.1045,1.064,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/298/surf_20.0.vtu,1,ok
299,/home/fiorello/init_files_grid/299.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/299,intermediate,5,5,2.2727272727272725,13.0,0.1045,1.1685,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/299/surf_20.0.vtu,1,ok
300,/home/fiorello/init_files_grid/300.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/300,intermediate,5,5,2.5454545454545454,8.0,0.1045,0.6459999999999999,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/300/surf_20.0.vtu,0,ok
