tag,init_file,output_dir,case_region,n_pores_requested,n_pores_effective,k_spacing,depth_ratio,width,height
158,/home/fiorello/init_files_grid/158.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/158,intermediate,3,3,2.5454545454545454,10.0,0.1045,0.855
159,/home/fiorello/init_files_grid/159.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/159,intermediate,3,3,2.5454545454545454,11.0,0.1045,0.9595
160,/home/fiorello/init_files_grid/160.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/160,intermediate,3,3,2.5454545454545454,12.0,0.1045,1.064
161,/home/fiorello/init_files_grid/161.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/161,intermediate,3,3,2.5454545454545454,13.0,0.1045,1.1685
162,/home/fiorello/init_files_grid/162.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/162,intermediate,3,3,2.8181818181818183,8.0,0.1045,0.6459999999999999
163,/home/fiorello/init_files_grid/163.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/163,intermediate,3,3,2.8181818181818183,9.0,0.1045,0.7505
164,/home/fiorello/init_files_grid/164.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/164,intermediate,3,3,2.8181818181818183,10.0,0.1045,0.855
165,/home/fiorello/init_files_grid/165.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/165,intermediate,3,3,2.8181818181818183,11.0,0.1045,0.9595
166,/home/fiorello/init_files_grid/166.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/166,intermediate,3,3,2.8181818181818183,12.0,0.1045,1.064
167,/home/fiorello/init_files_grid/167.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/167,intermediate,3,3,2.8181818181818183,13.0,0.1045,1.1685
168,/home/fiorello/init_files_grid/168.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/168,intermediate,3,3,3.090909090909091,8.0,0.1045,0.6459999999999999
169,/home/fiorello/init_files_grid/169.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/169,intermediate,3,3,3.090909090909091,9.0,0.1045,0.7505
170,/home/fiorello/init_files_grid/170.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/170,intermediate,3,3,3.090909090909091,10.0,0.1045,0.855
171,/home/fiorello/init_files_grid/171.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/171,intermediate,3,3,3.090909090909091,11.0,0.1045,0.9595
172,/home/fiorello/init_files_grid/172.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/172,intermediate,3,3,3.090909090909091,12.0,0.1045,1.064
173,/home/fiorello/init_files_grid/173.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/173,intermediate,3,3,3.090909090909091,13.0,0.1045,1.1685
174,/home/fiorello/init_files_grid/174.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/174,intermediate,3,3,3.3636363636363633,8.0,0.1045,0.6459999999999999
175,/home/fiorello/init_files_grid/175.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/175,intermediate,3,3,3.3636363636363633,9.0,0.1045,0.7505
176,/home/fiorello/init_files_grid/176.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/176,intermediate,3,3,3.3636363636363633,10.0,0.1045,0.855
177,/home/fiorello/init_files_grid/177.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/177,intermediate,3,3,3.3636363636363633,11.0,0.1045,0.9595
178,/home/fiorello/init_files_grid/178.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/178,intermediate,3,3,3.3636363636363633,12.0,0.1045,1.064
179,/home/fiorello/init_files_grid/179.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/179,intermediate,3,3,3.3636363636363633,13.0,0.1045,1.1685
180,/home/fiorello/init_files_grid/180.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/180,intermediate,3,3,3.6363636363636362,8.0,0.1045,0.6459999999999999
181,/home/fiorello/init_files_grid/181.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/181,intermediate,3,3,3.6363636363636362,9.0,0.1045,0.7505
182,/home/fiorello/init_files_grid/182.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/182,intermediate,3,3,3.6363636363636362,10.0,0.1045,0.855
183,/home/fiorello/init_files_grid/183.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/183,intermediate,3,3,3.6363636363636362,11.0,0.1045,0.9595
184,/home/fiorello/init_files_grid/184.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/184,intermediate,3,3,3.6363636363636362,12.0,0.1045,1.064
185,/home/fiorello/init_files_grid/185.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/185,intermediate,3,3,3.6363636363636362,13.0,0.1045,1.1685
186,/home/fiorello/init_files_grid/186.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/186,intermediate,3,3,3.909090909090909,8.0,0.1045,0.6459999999999999
187,/home/fiorello/init_files_grid/187.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/187,intermediate,3,3,3.909090909090909,9.0,0.1045,0.7505
188,/home/fiorello/init_files_grid/188.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/188,intermediate,3,3,3.909090909090909,10.0,0.1045,0.855
189,/home/fiorello/init_files_grid/189.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/189,intermediate,3,3,3.909090909090909,11.0,0.1045,0.9595
190,/home/fiorello/init_files_grid/190.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/190,intermediate,3,3,3.909090909090909,12.0,0.1045,1.064
191,/home/fiorello/init_files_grid/191.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/191,intermediate,3,3,3.909090909090909,13.0,0.1045,1.1685
192,/home/fiorello/init_files_grid/192.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/192,intermediate,3,3,4.181818181818182,8.0,0.1045,0.6459999999999999
193,/home/fiorello/init_files_grid/193.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/193,intermediate,3,3,4.181818181818182,9.0,0.1045,0.7505
194,/home/fiorello/init_files_grid/194.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/194,intermediate,3,3,4.181818181818182,10.0,0.1045,0.855
195,/home/fiorello/init_files_grid/195.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/195,intermediate,3,3,4.181818181818182,11.0,0.1045,0.9595
196,/home/fiorello/init_files_grid/196.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/196,intermediate,3,3,4.181818181818182,12.0,0.1045,1.064
197,/home/fiorello/init_files_grid/197.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/197,intermediate,3,3,4.181818181818182,13.0,0.1045,1.1685
198,/home/fiorello/init_files_grid/198.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/198,intermediate,3,3,4.454545454545454,8.0,0.1045,0.6459999999999999
199,/home/fiorello/init_files_grid/199.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/199,intermediate,3,3,4.454545454545454,9.0,0.1045,0.7505
200,/home/fiorello/init_files_grid/200.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/200,intermediate,3,3,4.454545454545454,10.0,0.1045,0.855
201,/home/fiorello/init_files_grid/201.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/201,intermediate,3,3,4.454545454545454,11.0,0.1045,0.9595
202,/home/fiorello/init_files_grid/202.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/202,intermediate,3,3,4.454545454545454,12.0,0.1045,1.064
203,/home/fiorello/init_files_grid/203.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/203,intermediate,3,3,4.454545454545454,13.0,0.1045,1.1685
204,/home/fiorello/init_files_grid/204.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/204,intermediate,3,3,4.727272727272727,8.0,0.1045,0.6459999999999999
205,/home/fiorello/init_files_grid/205.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/205,intermediate,3,3,4.727272727272727,9.0,0.1045,0.7505
206,/home/fiorello/init_files_grid/206.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/206,intermediate,3,3,4.727272727272727,10.0,0.1045,0.855
207,/home/fiorello/init_files_grid/207.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/207,intermediate,3,3,4.727272727272727,11.0,0.1045,0.9595
208,/home/fiorello/init_files_grid/208.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/208,intermediate,3,3,4.727272727272727,12.0,0.1045,1.064
209,/home/fiorello/init_files_grid/209.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/209,intermediate,3,3,4.727272727272727,13.0,0.1045,1.1685
210,/home/fiorello/init_files_grid/210.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/210,intermediate,3,3,5.0,8.0,0.1045,0.6459999999999999
211,/home/fiorello/init_files_grid/211.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/211,intermediate,3,3,5.0,9.0,0.1045,0.7505
212,/home/fiorello/init_files_grid/212.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/212,intermediate,3,3,5.0,10.0,0.1045,0.855
213,/home/fiorello/init_files_grid/213.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/213,intermediate,3,3,5.0,11.0,0.1045,0.9595
214,/home/fiorello/init_files_grid/214.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/214,intermediate,3,3,5.0,12.0,0.1045,1.064
215,/home/fiorello/init_files_grid/215.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/215,intermediate,3,3,5.0,13.0,0.1045,1.1685
216,/home/fiorello/init_files_grid/216.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/216,intermediate,4,4,2.0,8.0,0.1045,0.6459999999999999
217,/home/fiorello/init_files_grid/217.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/217,intermediate,4,4,2.0,9.0,0.1045,0.7505
218,/home/fiorello/init_files_grid/218.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/218,intermediate,4,4,2.0,10.0,0.1045,0.855
219,/home/fiorello/init_files_grid/219.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/219,intermediate,4,4,2.0,11.0,0.1045,0.9595
220,/home/fiorello/init_files_grid/220.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/220,intermediate,4,4,2.0,12.0,0.1045,1.064
221,/home/fiorello/init_files_grid/221.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/221,intermediate,4,4,2.0,13.0,0.1045,1.1685
222,/home/fiorello/init_files_grid/222.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/222,intermediate,4,4,2.2727272727272725,8.0,0.1045,0.6459999999999999
223,/home/fiorello/init_files_grid/223.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/223,intermediate,4,4,2.2727272727272725,9.0,0.1045,0.7505
224,/home/fiorello/init_files_grid/224.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/224,intermediate,4,4,2.2727272727272725,10.0,0.1045,0.855
225,/home/fiorello/init_files_grid/225.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/225,intermediate,4,4,2.2727272727272725,11.0,0.1045,0.9595
226,/home/fiorello/init_files_grid/226.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/226,intermediate,4,4,2.2727272727272725,12.0,0.1045,1.064
227,/home/fiorello/init_files_grid/227.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/227,intermediate,4,4,2.2727272727272725,13.0,0.1045,1.1685
228,/home/fiorello/init_files_grid/228.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/228,intermediate,4,4,2.5454545454545454,8.0,0.1045,0.6459999999999999
229,/home/fiorello/init_files_grid/229.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/229,intermediate,4,4,2.5454545454545454,9.0,0.1045,0.7505
230,/home/fiorello/init_files_grid/230.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/230,intermediate,4,4,2.5454545454545454,10.0,0.1045,0.855
231,/home/fiorello/init_files_grid/231.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/231,intermediate,4,4,2.5454545454545454,11.0,0.1045,0.9595
232,/home/fiorello/init_files_grid/232.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/232,intermediate,4,4,2.5454545454545454,12.0,0.1045,1.064
233,/home/fiorello/init_files_grid/233.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/233,intermediate,4,4,2.5454545454545454,13.0,0.1045,1.1685
234,/home/fiorello/init_files_grid/234.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/234,intermediate,4,4,2.8181818181818183,8.0,0.1045,0.6459999999999999
235,/home/fiorello/init_files_grid/235.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/235,intermediate,4,4,2.8181818181818183,9.0,0.1045,0.7505
236,/home/fiorello/init_files_grid/236.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/236,intermediate,4,4,2.8181818181818183,10.0,0.1045,0.855
237,/home/fiorello/init_files_grid/237.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/237,intermediate,4,4,2.8181818181818183,11.0,0.1045,0.9595
238,/home/fiorello/init_files_grid/238.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/238,intermediate,4,4,2.8181818181818183,12.0,0.1045,1.064
239,/home/fiorello/init_files_grid/239.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/239,intermediate,4,4,2.8181818181818183,13.0,0.1045,1.1685
240,/home/fiorello/init_files_grid/240.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/240,intermediate,4,4,3.090909090909091,8.0,0.1045,0.6459999999999999
241,/home/fiorello/init_files_grid/241.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/241,intermediate,4,4,3.090909090909091,9.0,0.1045,0.7505
242,/home/fiorello/init_files_grid/242.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/242,intermediate,4,4,3.090909090909091,10.0,0.1045,0.855
243,/home/fiorello/init_files_grid/243.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/243,intermediate,4,4,3.090909090909091,11.0,0.1045,0.9595
244,/home/fiorello/init_files_grid/244.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/244,intermediate,4,4,3.090909090909091,12.0,0.1045,1.064
245,/home/fiorello/init_files_grid/245.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/245,intermediate,4,4,3.090909090909091,13.0,0.1045,1.1685
246,/home/fiorello/init_files_grid/246.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/246,intermediate,4,4,3.3636363636363633,8.0,0.1045,0.6459999999999999
247,/home/fiorello/init_files_grid/247.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/247,intermediate,4,4,3.3636363636363633,9.0,0.1045,0.7505
248,/home/fiorello/init_files_grid/248.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/248,intermediate,4,4,3.3636363636363633,10.0,0.1045,0.855
249,/home/fiorello/init_files_grid/249.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/249,intermediate,4,4,3.3636363636363633,11.0,0.1045,0.9595
250,/home/fiorello/init_files_grid/250.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/250,intermediate,4,4,3.3636363636363633,12.0,0.1045,1.064
251,/home/fiorello/init_files_grid/251.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/251,intermediate,4,4,3.3636363636363633,13.0,0.1045,1.1685
252,/home/fiorello/init_files_grid/252.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/252,intermediate,4,4,3.6363636363636362,8.0,0.1045,0.6459999999999999
253,/home/fiorello/init_files_grid/253.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/253,intermediate,4,4,3.6363636363636362,9.0,0.1045,0.7505
254,/home/fiorello/init_files_grid/254.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/254,intermediate,4,4,3.6363636363636362,10.0,0.1045,0.855
255,/home/fiorello/init_files_grid/255.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/255,intermediate,4,4,3.6363636363636362,11.0,0.1045,0.9595
256,/home/fiorello/init_files_grid/256.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/256,intermediate,4,4,3.6363636363636362,12.0,0.1045,1.064
257,/home/fiorello/init_files_grid/257.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/257,intermediate,4,4,3.6363636363636362,13.0,0.1045,1.1685
258,/home/fiorello/init_files_grid/258.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/258,intermediate,4,4,3.909090909090909,8.0,0.1045,0.6459999999999999
259,/home/fiorello/init_files_grid/259.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/259,intermediate,4,4,3.909090909090909,9.0,0.1045,0.7505
260,/home/fiorello/init_files_grid/260.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/260,intermediate,4,4,3.909090909090909,10.0,0.1045,0.855
261,/home/fiorello/init_files_grid/261.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/261,intermediate,4,4,3.909090909090909,11.0,0.1045,0.9595
262,/home/fiorello/init_files_grid/262.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/262,intermediate,4,4,3.909090909090909,12.0,0.1045,1.064
263,/home/fiorello/init_files_grid/263.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/263,intermediate,4,4,3.909090909090909,13.0,0.1045,1.1685
264,/home/fiorello/init_files_grid/264.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/264,intermediate,4,4,4.181818181818182,8.0,0.09895808,0.6016646400000001
265,/home/fiorello/init_files_grid/265.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/265,intermediate,4,4,4.181818181818182,9.0,0.09895808,0.7006227200000001
266,/home/fiorello/init_files_grid/266.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/266,intermediate,4,4,4.181818181818182,10.0,0.09895808,0.7995808
267,/home/fiorello/init_files_grid/267.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/267,intermediate,4,4,4.181818181818182,11.0,0.09895808,0.89853888
268,/home/fiorello/init_files_grid/268.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/268,intermediate,4,4,4.181818181818182,12.0,0.09895808,0.9974969600000001
269,/home/fiorello/init_files_grid/269.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/269,intermediate,4,4,4.181818181818182,13.0,0.09895808,1.0964550400000002
270,/home/fiorello/init_files_grid/270.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/270,intermediate,4,3,4.454545454545454,8.0,0.1045,0.6459999999999999
271,/home/fiorello/init_files_grid/271.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/271,intermediate,4,3,4.454545454545454,9.0,0.1045,0.7505
272,/home/fiorello/init_files_grid/272.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/272,intermediate,4,3,4.454545454545454,10.0,0.1045,0.855
273,/home/fiorello/init_files_grid/273.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/273,intermediate,4,3,4.454545454545454,11.0,0.1045,0.9595
274,/home/fiorello/init_files_grid/274.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/274,intermediate,4,3,4.454545454545454,12.0,0.1045,1.064
275,/home/fiorello/init_files_grid/275.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/275,intermediate,4,3,4.454545454545454,13.0,0.1045,1.1685
276,/home/fiorello/init_files_grid/276.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/276,intermediate,4,3,4.727272727272727,8.0,0.1045,0.6459999999999999
277,/home/fiorello/init_files_grid/277.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/277,intermediate,4,3,4.727272727272727,9.0,0.1045,0.7505
278,/home/fiorello/init_files_grid/278.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/278,intermediate,4,3,4.727272727272727,10.0,0.1045,0.855
279,/home/fiorello/init_files_grid/279.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/279,intermediate,4,3,4.727272727272727,11.0,0.1045,0.9595
280,/home/fiorello/init_files_grid/280.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/280,intermediate,4,3,4.727272727272727,12.0,0.1045,1.064
281,/home/fiorello/init_files_grid/281.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/281,intermediate,4,3,4.727272727272727,13.0,0.1045,1.1685
282,/home/fiorello/init_files_grid/282.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/282,intermediate,4,3,5.0,8.0,0.1045,0.6459999999999999
283,/home/fiorello/init_files_grid/283.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/283,intermediate,4,3,5.0,9.0,0.1045,0.7505
284,/home/fiorello/init_files_grid/284.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/284,intermediate,4,3,5.0,10.0,0.1045,0.855
285,/home/fiorello/init_files_grid/285.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/285,intermediate,4,3,5.0,11.0,0.1045,0.9595
286,/home/fiorello/init_files_grid/286.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/286,intermediate,4,3,5.0,12.0,0.1045,1.064
287,/home/fiorello/init_files_grid/287.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/287,intermediate,4,3,5.0,13.0,0.1045,1.1685
288,/home/fiorello/init_files_grid/288.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/288,intermediate,5,5,2.0,8.0,0.1045,0.6459999999999999
289,/home/fiorello/init_files_grid/289.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/289,intermediate,5,5,2.0,9.0,0.1045,0.7505
290,/home/fiorello/init_files_grid/290.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/290,intermediate,5,5,2.0,10.0,0.1045,0.855
291,/home/fiorello/init_files_grid/291.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/291,intermediate,5,5,2.0,11.0,0.1045,0.9595
292,/home/fiorello/init_files_grid/292.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/292,intermediate,5,5,2.0,12.0,0.1045,1.064
293,/home/fiorello/init_files_grid/293.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/293,intermediate,5,5,2.0,13.0,0.1045,1.1685
294,/home/fiorello/init_files_grid/294.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/294,intermediate,5,5,2.2727272727272725,8.0,0.1045,0.6459999999999999
295,/home/fiorello/init_files_grid/295.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/295,intermediate,5,5,2.2727272727272725,9.0,0.1045,0.7505
296,/home/fiorello/init_files_grid/296.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/296,intermediate,5,5,2.2727272727272725,10.0,0.1045,0.855
297,/home/fiorello/init_files_grid/297.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/297,intermediate,5,5,2.2727272727272725,11.0,0.1045,0.9595
298,/home/fiorello/init_files_grid/298.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/298,intermediate,5,5,2.2727272727272725,12.0,0.1045,1.064
299,/home/fiorello/init_files_grid/299.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/299,intermediate,5,5,2.2727272727272725,13.0,0.1045,1.1685
300,/home/fiorello/init_files_grid/300.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/300,intermediate,5,5,2.5454545454545454,8.0,0.1045,0.6459999999999999
301,/home/fiorello/init_files_grid/301.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/301,intermediate,5,5,2.5454545454545454,9.0,0.1045,0.7505
302,/home/fiorello/init_files_grid/302.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/302,intermediate,5,5,2.5454545454545454,10.0,0.1045,0.855
303,/home/fiorello/init_files_grid/303.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/303,intermediate,5,5,2.5454545454545454,11.0,0.1045,0.9595
304,/home/fiorello/init_files_grid/304.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/304,intermediate,5,5,2.5454545454545454,12.0,0.1045,1.064
305,/home/fiorello/init_files_grid/305.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/305,intermediate,5,5,2.5454545454545454,13.0,0.1045,1.1685
306,/home/fiorello/init_files_grid/306.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/306,intermediate,5,5,2.8181818181818183,8.0,0.09895808,0.6016646400000001
307,/home/fiorello/init_files_grid/307.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/307,intermediate,5,5,2.8181818181818183,9.0,0.09895808,0.7006227200000001
308,/home/fiorello/init_files_grid/308.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/308,intermediate,5,5,2.8181818181818183,10.0,0.09895808,0.7995808
309,/home/fiorello/init_files_grid/309.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/309,intermediate,5,5,2.8181818181818183,11.0,0.09895808,0.89853888
310,/home/fiorello/init_files_grid/310.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/310,intermediate,5,5,2.8181818181818183,12.0,0.09895808,0.9974969600000001
311,/home/fiorello/init_files_grid/311.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/311,intermediate,5,5,2.8181818181818183,13.0,0.09895808,1.0964550400000002
312,/home/fiorello/init_files_grid/312.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/312,intermediate,5,4,3.090909090909091,8.0,0.1045,0.6459999999999999
313,/home/fiorello/init_files_grid/313.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/313,intermediate,5,4,3.090909090909091,9.0,0.1045,0.7505
314,/home/fiorello/init_files_grid/314.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/314,intermediate,5,4,3.090909090909091,10.0,0.1045,0.855
315,/home/fiorello/init_files_grid/315.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/315,intermediate,5,4,3.090909090909091,11.0,0.1045,0.9595
316,/home/fiorello/init_files_grid/316.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/316,intermediate,5,4,3.090909090909091,12.0,0.1045,1.064
