tag,init_file,output_dir,case_region,n_pores_requested,n_pores_effective,k_spacing,depth_ratio,width,height
317,/home/fiorello/init_files_grid/317.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/317,intermediate,5,4,3.090909090909091,13.0,0.1045,1.1685
318,/home/fiorello/init_files_grid/318.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/318,intermediate,5,4,3.3636363636363633,8.0,0.1045,0.6459999999999999
319,/home/fiorello/init_files_grid/319.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/319,intermediate,5,4,3.3636363636363633,9.0,0.1045,0.7505
320,/home/fiorello/init_files_grid/320.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/320,intermediate,5,4,3.3636363636363633,10.0,0.1045,0.855
321,/home/fiorello/init_files_grid/321.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/321,intermediate,5,4,3.3636363636363633,11.0,0.1045,0.9595
322,/home/fiorello/init_files_grid/322.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/322,intermediate,5,4,3.3636363636363633,12.0,0.1045,1.064
323,/home/fiorello/init_files_grid/323.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/323,intermediate,5,4,3.3636363636363633,13.0,0.1045,1.1685
324,/home/fiorello/init_files_grid/324.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/324,intermediate,5,4,3.6363636363636362,8.0,0.1045,0.6459999999999999
325,/home/fiorello/init_files_grid/325.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/325,intermediate,5,4,3.6363636363636362,9.0,0.1045,0.7505
326,/home/fiorello/init_files_grid/326.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/326,intermediate,5,4,3.6363636363636362,10.0,0.1045,0.855
327,/home/fiorello/init_files_grid/327.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/327,intermediate,5,4,3.6363636363636362,11.0,0.1045,0.9595
328,/home/fiorello/init_files_grid/328.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/328,intermediate,5,4,3.6363636363636362,12.0,0.1045,1.064
329,/home/fiorello/init_files_grid/329.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/329,intermediate,5,4,3.6363636363636362,13.0,0.1045,1.1685
330,/home/fiorello/init_files_grid/330.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/330,intermediate,5,4,3.909090909090909,8.0,0.1045,0.6459999999999999
331,/home/fiorello/init_files_grid/331.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/331,intermediate,5,4,3.909090909090909,9.0,0.1045,0.7505
332,/home/fiorello/init_files_grid/332.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/332,intermediate,5,4,3.909090909090909,10.0,0.1045,0.855
333,/home/fiorello/init_files_grid/333.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/333,intermediate,5,4,3.909090909090909,11.0,0.1045,0.9595
334,/home/fiorello/init_files_grid/334.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/334,intermediate,5,4,3.909090909090909,12.0,0.1045,1.064
335,/home/fiorello/init_files_grid/335.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/335,intermediate,5,4,3.909090909090909,13.0,0.1045,1.1685
336,/home/fiorello/init_files_grid/336.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/336,intermediate,5,4,4.181818181818182,8.0,0.09895808,0.6016646400000001
337,/home/fiorello/init_files_grid/337.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/337,intermediate,5,4,4.181818181818182,9.0,0.09895808,0.7006227200000001
338,/home/fiorello/init_files_grid/338.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/338,intermediate,5,4,4.181818181818182,10.0,0.09895808,0.7995808
339,/home/fiorello/init_files_grid/339.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/339,intermediate,5,4,4.181818181818182,11.0,0.09895808,0.89853888
340,/home/fiorello/init_files_grid/340.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/340,intermediate,5,4,4.181818181818182,12.0,0.09895808,0.9974969600000001
341,/home/fiorello/init_files_grid/341.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/341,intermediate,5,4,4.181818181818182,13.0,0.09895808,1.0964550400000002
342,/home/fiorello/init_files_grid/342.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/342,intermediate,5,3,4.454545454545454,8.0,0.1045,0.6459999999999999
343,/home/fiorello/init_files_grid/343.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/343,intermediate,5,3,4.454545454545454,9.0,0.1045,0.7505
344,/home/fiorello/init_files_grid/344.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/344,intermediate,5,3,4.454545454545454,10.0,0.1045,0.855
345,/home/fiorello/init_files_grid/345.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/345,intermediate,5,3,4.454545454545454,11.0,0.1045,0.9595
346,/home/fiorello/init_files_grid/346.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/346,intermediate,5,3,4.454545454545454,12.0,0.1045,1.064
347,/home/fiorello/init_files_grid/347.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/347,intermediate,5,3,4.454545454545454,13.0,0.1045,1.1685
348,/home/fiorello/init_files_grid/348.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/348,intermediate,5,3,4.727272727272727,8.0,0.1045,0.6459999999999999
349,/home/fiorello/init_files_grid/349.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/349,intermediate,5,3,4.727272727272727,9.0,0.1045,0.7505
350,/home/fiorello/init_files_grid/350.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/350,intermediate,5,3,4.727272727272727,10.0,0.1045,0.855
351,/home/fiorello/init_files_grid/351.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/351,intermediate,5,3,4.727272727272727,11.0,0.1045,0.9595
352,/home/fiorello/init_files_grid/352.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/352,intermediate,5,3,4.727272727272727,12.0,0.1045,1.064
353,/home/fiorello/init_files_grid/353.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/353,intermediate,5,3,4.727272727272727,13.0,0.1045,1.1685
354,/home/fiorello/init_files_grid/354.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/354,intermediate,5,3,5.0,8.0,0.1045,0.6459999999999999
355,/home/fiorello/init_files_grid/355.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/355,intermediate,5,3,5.0,9.0,0.1045,0.7505
356,/home/fiorello/init_files_grid/356.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/356,intermediate,5,3,5.0,10.0,0.1045,0.855
357,/home/fiorello/init_files_grid/357.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/357,intermediate,5,3,5.0,11.0,0.1045,0.9595
358,/home/fiorello/init_files_grid/358.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/358,intermediate,5,3,5.0,12.0,0.1045,1.064
359,/home/fiorello/init_files_grid/359.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/359,intermediate,5,3,5.0,13.0,0.1045,1.1685
360,/home/fiorello/init_files_grid/360.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/360,intermediate,6,6,2.0,8.0,0.09895808,0.6016646400000001
361,/home/fiorello/init_files_grid/361.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/361,intermediate,6,6,2.0,9.0,0.09895808,0.7006227200000001
362,/home/fiorello/init_files_grid/362.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/362,intermediate,6,6,2.0,10.0,0.09895808,0.7995808
363,/home/fiorello/init_files_grid/363.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/363,intermediate,6,6,2.0,11.0,0.09895808,0.89853888
364,/home/fiorello/init_files_grid/364.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/364,intermediate,6,6,2.0,12.0,0.09895808,0.9974969600000001
365,/home/fiorello/init_files_grid/365.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/365,intermediate,6,6,2.0,13.0,0.09895808,1.0964550400000002
366,/home/fiorello/init_files_grid/366.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/366,intermediate,6,5,2.2727272727272725,8.0,0.1045,0.6459999999999999
367,/home/fiorello/init_files_grid/367.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/367,intermediate,6,5,2.2727272727272725,9.0,0.1045,0.7505
368,/home/fiorello/init_files_grid/368.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/368,intermediate,6,5,2.2727272727272725,10.0,0.1045,0.855
369,/home/fiorello/init_files_grid/369.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/369,intermediate,6,5,2.2727272727272725,11.0,0.1045,0.9595
370,/home/fiorello/init_files_grid/370.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/370,intermediate,6,5,2.2727272727272725,12.0,0.1045,1.064
371,/home/fiorello/init_files_grid/371.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/371,intermediate,6,5,2.2727272727272725,13.0,0.1045,1.1685
372,/home/fiorello/init_files_grid/372.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/372,intermediate,6,5,2.5454545454545454,8.0,0.1045,0.6459999999999999
373,/home/fiorello/init_files_grid/373.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/373,intermediate,6,5,2.5454545454545454,9.0,0.1045,0.7505
374,/home/fiorello/init_files_grid/374.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/374,intermediate,6,5,2.5454545454545454,10.0,0.1045,0.855
375,/home/fiorello/init_files_grid/375.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/375,intermediate,6,5,2.5454545454545454,11.0,0.1045,0.9595
376,/home/fiorello/init_files_grid/376.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/376,intermediate,6,5,2.5454545454545454,12.0,0.1045,1.064
377,/home/fiorello/init_files_grid/377.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/377,intermediate,6,5,2.5454545454545454,13.0,0.1045,1.1685
378,/home/fiorello/init_files_grid/378.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/378,intermediate,6,5,2.8181818181818183,8.0,0.09895808,0.6016646400000001
379,/home/fiorello/init_files_grid/379.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/379,intermediate,6,5,2.8181818181818183,9.0,0.09895808,0.7006227200000001
380,/home/fiorello/init_files_grid/380.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/380,intermediate,6,5,2.8181818181818183,10.0,0.09895808,0.7995808
381,/home/fiorello/init_files_grid/381.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/381,intermediate,6,5,2.8181818181818183,11.0,0.09895808,0.89853888
382,/home/fiorello/init_files_grid/382.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/382,intermediate,6,5,2.8181818181818183,12.0,0.09895808,0.9974969600000001
383,/home/fiorello/init_files_grid/383.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/383,intermediate,6,5,2.8181818181818183,13.0,0.09895808,1.0964550400000002
384,/home/fiorello/init_files_grid/384.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/384,intermediate,6,4,3.090909090909091,8.0,0.1045,0.6459999999999999
385,/home/fiorello/init_files_grid/385.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/385,intermediate,6,4,3.090909090909091,9.0,0.1045,0.7505
386,/home/fiorello/init_files_grid/386.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/386,intermediate,6,4,3.090909090909091,10.0,0.1045,0.855
387,/home/fiorello/init_files_grid/387.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/387,intermediate,6,4,3.090909090909091,11.0,0.1045,0.9595
388,/home/fiorello/init_files_grid/388.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/388,intermediate,6,4,3.090909090909091,12.0,0.1045,1.064
389,/home/fiorello/init_files_grid/389.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/389,intermediate,6,4,3.090909090909091,13.0,0.1045,1.1685
390,/home/fiorello/init_files_grid/390.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/390,intermediate,6,4,3.3636363636363633,8.0,0.1045,0.6459999999999999
391,/home/fiorello/init_files_grid/391.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/391,intermediate,6,4,3.3636363636363633,9.0,0.1045,0.7505
392,/home/fiorello/init_files_grid/392.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/392,intermediate,6,4,3.3636363636363633,10.0,0.1045,0.855
393,/home/fiorello/init_files_grid/393.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/393,intermediate,6,4,3.3636363636363633,11.0,0.1045,0.9595
394,/home/fiorello/init_files_grid/394.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/394,intermediate,6,4,3.3636363636363633,12.0,0.1045,1.064
395,/home/fiorello/init_files_grid/395.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/395,intermediate,6,4,3.3636363636363633,13.0,0.1045,1.1685
396,/home/fiorello/init_files_grid/396.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/396,intermediate,6,4,3.6363636363636362,8.0,0.1045,0.6459999999999999
397,/home/fiorello/init_files_grid/397.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/397,intermediate,6,4,3.6363636363636362,9.0,0.1045,0.7505
398,/home/fiorello/init_files_grid/398.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/398,intermediate,6,4,3.6363636363636362,10.0,0.1045,0.855
399,/home/fiorello/init_files_grid/399.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/399,intermediate,6,4,3.6363636363636362,11.0,0.1045,0.9595
400,/home/fiorello/init_files_grid/400.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/400,intermediate,6,4,3.6363636363636362,12.0,0.1045,1.064
401,/home/fiorello/init_files_grid/401.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/401,intermediate,6,4,3.6363636363636362,13.0,0.1045,1.1685
402,/home/fiorello/init_files_grid/402.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/402,intermediate,6,4,3.909090909090909,8.0,0.1045,0.6459999999999999
403,/home/fiorello/init_files_grid/403.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/403,intermediate,6,4,3.909090909090909,9.0,0.1045,0.7505
404,/home/fiorello/init_files_grid/404.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/404,intermediate,6,4,3.909090909090909,10.0,0.1045,0.855
405,/home/fiorello/init_files_grid/405.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/405,intermediate,6,4,3.909090909090909,11.0,0.1045,0.9595
406,/home/fiorello/init_files_grid/406.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/406,intermediate,6,4,3.909090909090909,12.0,0.1045,1.064
407,/home/fiorello/init_files_grid/407.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/407,intermediate,6,4,3.909090909090909,13.0,0.1045,1.1685
408,/home/fiorello/init_files_grid/408.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/408,intermediate,6,4,4.181818181818182,8.0,0.09895808,0.6016646400000001
409,/home/fiorello/init_files_grid/409.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/409,intermediate,6,4,4.181818181818182,9.0,0.09895808,0.7006227200000001
410,/home/fiorello/init_files_grid/410.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/410,intermediate,6,4,4.181818181818182,10.0,0.09895808,0.7995808
411,/home/fiorello/init_files_grid/411.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/411,intermediate,6,4,4.181818181818182,11.0,0.09895808,0.89853888
412,/home/fiorello/init_files_grid/412.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/412,intermediate,6,4,4.181818181818182,12.0,0.09895808,0.9974969600000001
413,/home/fiorello/init_files_grid/413.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/413,intermediate,6,4,4.181818181818182,13.0,0.09895808,1.0964550400000002
414,/home/fiorello/init_files_grid/414.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/414,intermediate,6,3,4.454545454545454,8.0,0.1045,0.6459999999999999
415,/home/fiorello/init_files_grid/415.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/415,intermediate,6,3,4.454545454545454,9.0,0.1045,0.7505
416,/home/fiorello/init_files_grid/416.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/416,intermediate,6,3,4.454545454545454,10.0,0.1045,0.855
417,/home/fiorello/init_files_grid/417.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/417,intermediate,6,3,4.454545454545454,11.0,0.1045,0.9595
418,/home/fiorello/init_files_grid/418.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/418,intermediate,6,3,4.454545454545454,12.0,0.1045,1.064
419,/home/fiorello/init_files_grid/419.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/419,intermediate,6,3,4.454545454545454,13.0,0.1045,1.1685
420,/home/fiorello/init_files_grid/420.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/420,intermediate,6,3,4.727272727272727,8.0,0.1045,0.6459999999999999
421,/home/fiorello/init_files_grid/421.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/421,intermediate,6,3,4.727272727272727,9.0,0.1045,0.7505
422,/home/fiorello/init_files_grid/422.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/422,intermediate,6,3,4.727272727272727,10.0,0.1045,0.855
423,/home/fiorello/init_files_grid/423.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/423,intermediate,6,3,4.727272727272727,11.0,0.1045,0.9595
424,/home/fiorello/init_files_grid/424.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/424,intermediate,6,3,4.727272727272727,12.0,0.1045,1.064
425,/home/fiorello/init_files_grid/425.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/425,intermediate,6,3,4.727272727272727,13.0,0.1045,1.1685
426,/home/fiorello/init_files_grid/426.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/426,intermediate,6,3,5.0,8.0,0.1045,0.6459999999999999
427,/home/fiorello/init_files_grid/427.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/427,intermediate,6,3,5.0,9.0,0.1045,0.7505
428,/home/fiorello/init_files_grid/428.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/428,intermediate,6,3,5.0,10.0,0.1045,0.855
429,/home/fiorello/init_files_grid/429.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/429,intermediate,6,3,5.0,11.0,0.1045,0.9595
430,/home/fiorello/init_files_grid/430.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/430,intermediate,6,3,5.0,12.0,0.1045,1.064
431,/home/fiorello/init_files_grid/431.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/431,intermediate,6,3,5.0,13.0,0.1045,1.1685
432,/home/fiorello/init_files_grid/432.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/432,intermediate,7,6,2.0,8.0,0.09895808,0.6016646400000001
433,/home/fiorello/init_files_grid/433.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/433,intermediate,7,6,2.0,9.0,0.09895808,0.7006227200000001
434,/home/fiorello/init_files_grid/434.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/434,intermediate,7,6,2.0,10.0,0.09895808,0.7995808
435,/home/fiorello/init_files_grid/435.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/435,intermediate,7,6,2.0,11.0,0.09895808,0.89853888
436,/home/fiorello/init_files_grid/436.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/436,intermediate,7,6,2.0,12.0,0.09895808,0.9974969600000001
437,/home/fiorello/init_files_grid/437.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/437,intermediate,7,6,2.0,13.0,0.09895808,1.0964550400000002
438,/home/fiorello/init_files_grid/438.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/438,intermediate,7,5,2.2727272727272725,8.0,0.1045,0.6459999999999999
439,/home/fiorello/init_files_grid/439.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/439,intermediate,7,5,2.2727272727272725,9.0,0.1045,0.7505
440,/home/fiorello/init_files_grid/440.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/440,intermediate,7,5,2.2727272727272725,10.0,0.1045,0.855
441,/home/fiorello/init_files_grid/441.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/441,intermediate,7,5,2.2727272727272725,11.0,0.1045,0.9595
442,/home/fiorello/init_files_grid/442.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/442,intermediate,7,5,2.2727272727272725,12.0,0.1045,1.064
443,/home/fiorello/init_files_grid/443.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/443,intermediate,7,5,2.2727272727272725,13.0,0.1045,1.1685
444,/home/fiorello/init_files_grid/444.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/444,intermediate,7,5,2.5454545454545454,8.0,0.1045,0.6459999999999999
445,/home/fiorello/init_files_grid/445.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/445,intermediate,7,5,2.5454545454545454,9.0,0.1045,0.7505
446,/home/fiorello/init_files_grid/446.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/446,intermediate,7,5,2.5454545454545454,10.0,0.1045,0.855
447,/home/fiorello/init_files_grid/447.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/447,intermediate,7,5,2.5454545454545454,11.0,0.1045,0.9595
448,/home/fiorello/init_files_grid/448.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/448,intermediate,7,5,2.5454545454545454,12.0,0.1045,1.064
449,/home/fiorello/init_files_grid/449.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/449,intermediate,7,5,2.5454545454545454,13.0,0.1045,1.1685
450,/home/fiorello/init_files_grid/450.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/450,intermediate,7,5,2.8181818181818183,8.0,0.09895808,0.6016646400000001
451,/home/fiorello/init_files_grid/451.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/451,intermediate,7,5,2.8181818181818183,9.0,0.09895808,0.7006227200000001
452,/home/fiorello/init_files_grid/452.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/452,intermediate,7,5,2.8181818181818183,10.0,0.09895808,0.7995808
453,/home/fiorello/init_files_grid/453.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/453,intermediate,7,5,2.8181818181818183,11.0,0.09895808,0.89853888
454,/home/fiorello/init_files_grid/454.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/454,intermediate,7,5,2.8181818181818183,12.0,0.09895808,0.9974969600000001
455,/home/fiorello/init_files_grid/455.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/455,intermediate,7,5,2.8181818181818183,13.0,0.09895808,1.0964550400000002
456,/home/fiorello/init_files_grid/456.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/456,intermediate,7,4,3.090909090909091,8.0,0.1045,0.6459999999999999
457,/home/fiorello/init_files_grid/457.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/457,intermediate,7,4,3.090909090909091,9.0,0.1045,0.7505
458,/home/fiorello/init_files_grid/458.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/458,intermediate,7,4,3.090909090909091,10.0,0.1045,0.855
459,/home/fiorello/init_files_grid/459.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/459,intermediate,7,4,3.090909090909091,11.0,0.1045,0.9595
460,/home/fiorello/init_files_grid/460.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/460,intermediate,7,4,3.090909090909091,12.0,0.1045,1.064
461,/home/fiorello/init_files_grid/461.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/461,intermediate,7,4,3.090909090909091,13.0,0.1045,1.1685
462,/home/fiorello/init_files_grid/462.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/462,intermediate,7,4,3.3636363636363633,8.0,0.1045,0.6459999999999999
463,/home/fiorello/init_files_grid/463.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/463,intermediate,7,4,3.3636363636363633,9.0,0.1045,0.7505
464,/home/fiorello/init_files_grid/464.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/464,intermediate,7,4,3.3636363636363633,10.0,0.1045,0.855
465,/home/fiorello/init_files_grid/465.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/465,intermediate,7,4,3.3636363636363633,11.0,0.1045,0.9595
466,/home/fiorello/init_files_grid/466.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/466,intermediate,7,4,3.3636363636363633,12.0,0.1045,1.064
467,/home/fiorello/init_files_grid/467.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/467,intermediate,7,4,3.3636363636363633,13.0,0.1045,1.1685
468,/home/fiorello/init_files_grid/468.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/468,intermediate,7,4,3.6363636363636362,8.0,0.1045,0.6459999999999999
469,/home/fiorello/init_files_grid/469.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/469,intermediate,7,4,3.6363636363636362,9.0,0.1045,0.7505
470,/home/fiorello/init_files_grid/470.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/470,intermediate,7,4,3.6363636363636362,10.0,0.1045,0.855
471,/home/fiorello/init_files_grid/471.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/471,intermediate,7,4,3.6363636363636362,11.0,0.1045,0.9595
472,/home/fiorello/init_files_grid/472.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/472,intermediate,7,4,3.6363636363636362,12.0,0.1045,1.064
473,/home/fiorello/init_files_grid/473.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/473,intermediate,7,4,3.6363636363636362,13.0,0.1045,1.1685
474,/home/fiorello/init_files_grid/474.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/474,intermediate,7,4,3.909090909090909,8.0,0.1045,0.6459999999999999
