Time,"phi","Points:0","Points:1","Points:2"
0,0.5,0.30888763,0.0036123598,0
0,0.5,0.28125,0.0019509188,0
0,0.5,0.27941161,0.0018383764,0
0,0.5,0.265625,0.00098515884,0
0,0.5,0.26469678,0.00092823757,0
0,0.5,0.2578125,0.00049504323,0
0,0.5,0.25734597,0.00046651834,0
0,0.5,0.25390625,0.00024866822,0
0,0.5,0.26171875,0.00074163696,0
0,0.5,0.25834069,0.00052819448,0
0,0.5,0.2734375,0.0014704583,0
0,0.5,0.27205205,0.0013854631,0
0,0.5,0.26953125,0.001229113,0
0,0.5,0.26667541,0.0010504245,0
0,0.5,0.27734375,0.0017114641,0
0,0.5,0.27500436,0.0015668516,0
0,0.5,0.296875,0.0028970339,0
0,0.5,0.29414248,0.002732516,0
0,0.5,0.2890625,0.0024262464,0
0,0.5,0.28677532,0.0022871934,0
0,0.5,0.28515625,0.0021893498,0
0,0.5,0.28332785,0.0020778407,0
0,0.5,0.29296875,0.0026628836,0
0,0.5,0.29164553,0.002583022,0
0,0.5,0.3046875,0.0033634903,0
0,0.5,0.30151328,0.0031742235,0
0,0.5,0.30078125,0.0031317009,0
0,0.5,0.29995745,0.0030824689,0
0,0.5,0.30859375,0.0035956881,0
0,0.5,0.30826366,0.0035761592,0
0,0.5,0.34137052,0.0054330355,0
0,0.5,0.33984375,0.005353319,0
0,0.5,0.33846912,0.0052808686,0
0,0.5,0.34375,0.0055579748,0
0,0.5,0.3248485,0.0045360136,0
0,0.5,0.32421875,0.0045009335,0
0,0.5,0.3236551,0.0044698981,0
0,0.5,0.328125,0.0047199484,0
0,0.5,0.3203125,0.0042798971,0
0,0.5,0.31656322,0.0040632235,0
0,0.5,0.3359375,0.0051459232,0
0,0.5,0.3331176,0.0049925903,0
0,0.5,0.33105615,0.004881354,0
0,0.5,0.33203125,0.0049339724,0
0,0.5,0.3578279,0.006265399,0
0,0.5,0.35546875,0.006150079,0
0,0.5,0.35333112,0.0060438877,0
0,0.5,0.359375,0.0063407496,0
0,0.5,0.3515625,0.0059562675,0
0,0.5,0.34960741,0.0058574118,0
0,0.5,0.3671875,0.0067107645,0
0,0.5,0.36603162,0.0066566058,0
0,0.5,0.36078012,0.0064073866,0
0,0.5,0.36328125,0.0065270462,0
0,0.5,0.34589407,0.0056684371,0
0,0.5,0.34765625,0.0057588345,0
0,0.5,0.31626615,0.0040463572,0
0,0.5,0.31387645,0.00390625,0
0,0.5,0.31640625,0.0040542041,0
0,0.5,0.43095225,0.009077264,0
0,0.5,0.4296875,0.0090444209,0
0,0.5,0.42848808,0.0090119122,0
0,0.5,0.4375,0.009242354,0
0,0.5,0.43610421,0.009208289,0
0,0.5,0.43359375,0.0091463868,0
0,0.5,0.39866823,0.0080432231,0
0,0.5,0.3984375,0.0080346931,0
0,0.5,0.39822322,0.0080267731,0
0,0.5,0.40625,0.0083193369,0
0,0.5,0.40576014,0.0083023626,0
0,0.5,0.40234375,0.0081800492,0
0,0.5,0.39053795,0.0077254549,0
0,0.5,0.38671875,0.0075689545,0
0,0.5,0.38320366,0.0074213524,0
0,0.5,0.390625,0.0077290148,0
0,0.5,0.3828125,0.0074054864,0
0,0.5,0.38238722,0.0073872139,0
0,0.5,0.39453125,0.007884521,0
0,0.5,0.39272282,0.0078125,0
0,0.5,0.39070541,0.0077320808,0
0,0.5,0.421875,0.0088244276,0
0,0.5,0.42089227,0.0087952241,0
0,0.5,0.41796875,0.0087066684,0
0,0.5,0.41485772,0.0086077228,0
0,0.5,0.42578125,0.0089374958,0
0,0.5,0.42291689,0.0088544004,0
0,0.5,0.41015625,0.0084541291,0
0,0.5,0.40677482,0.0083373189,0
0,0.5,0.4133164,0.0085585983,0
0,0.5,0.4140625,0.0085826498,0
0,0.5,0.46285337,0.0097283777,0
0,0.5,0.4609375,0.0097007994,0
0,0.5,0.4590787,0.0096712969,0
0,0.5,0.46875,0.0098075345,0
0,0.5,0.46678039,0.0097821131,0
0,0.5,0.46484375,0.0097570857,0
0,0.5,0.453125,0.0095708473,0
0,0.5,0.45139906,0.0095384307,0
0,0.5,0.44921875,0.0094972821,0
0,0.5,0.44695112,0.0094511183,0
0,0.5,0.45703125,0.0096387109,0
0,0.5,0.45491439,0.0096018761,0
0,0.5,0.484375,0.0099504562,0
0,0.5,0.48225164,0.0099358698,0
0,0.5,0.48046875,0.0099236276,0
0,0.5,0.47865841,0.009908421,0
0,0.5,0.48828125,0.0099713868,0
0,0.5,0.48652446,0.0099619729,0
0,0.5,0.47265625,0.0098521356,0
0,0.5,0.47076806,0.0098305689,0
0,0.5,0.47450456,0.0098704388,0
0,0.5,0.4765625,0.0098908152,0
0,0.5,0.44140625,0.0093330778,0
0,0.5,0.43896371,0.0092762103,0
0,0.5,0.44374105,0.0093839429,0
0,0.5,0.4453125,0.0094179306,0
0,0.5,0.37571591,0.0070965919,0
0,0.5,0.37890625,0.0072370083,0
0,0.5,-0.25,0,0
0,0.5,-0.37571591,0.0070965919,0
0,0.5,-0.37890625,0.0072370083,0
0,0.5,-0.38238722,0.0073872139,0
0,0.5,-0.375,0.0070658587,0
0,0.5,-0.44374105,0.0093839429,0
0,0.5,-0.4453125,0.0094179306,0
0,0.5,-0.44695112,0.0094511183,0
0,0.5,-0.4375,0.009242354,0
0,0.5,-0.43896371,0.0092762103,0
0,0.5,-0.44140625,0.0093330778,0
0,0.5,-0.47450456,0.0098704388,0
0,0.5,-0.4765625,0.0098908152,0
0,0.5,-0.47865841,0.009908421,0
0,0.5,-0.46875,0.0098075345,0
0,0.5,-0.47076806,0.0098305689,0
0,0.5,-0.47265625,0.0098521356,0
0,0.5,-0.484375,0.0099504562,0
0,0.5,-0.48652446,0.0099619729,0
0,0.5,-0.48828125,0.0099713868,0
0,0.5,-0.49002197,0.0099780327,0
0,0.5,-0.48046875,0.0099236276,0
0,0.5,-0.48225164,0.0099358698,0
0,0.5,-0.453125,0.0095708473,0
0,0.5,-0.45491439,0.0096018761,0
0,0.5,-0.45703125,0.0096387109,0
0,0.5,-0.4590787,0.0096712969,0
0,0.5,-0.44921875,0.0094972821,0
0,0.5,-0.45139906,0.0095384307,0
0,0.5,-0.46484375,0.0097570857,0
0,0.5,-0.46678039,0.0097821131,0
0,0.5,-0.46285337,0.0097283777,0
0,0.5,-0.4609375,0.0097007994,0
0,0.5,-0.4133164,0.0085585983,0
0,0.5,-0.4140625,0.0085826498,0
0,0.5,-0.41485772,0.0086077228,0
0,0.5,-0.40625,0.0083193369,0
0,0.5,-0.40677482,0.0083373189,0
0,0.5,-0.41015625,0.0084541291,0
0,0.5,-0.421875,0.0088244276,0
0,0.5,-0.42291689,0.0088544004,0
0,0.5,-0.42578125,0.0089374958,0
0,0.5,-0.42848808,0.0090119122,0
0,0.5,-0.41796875,0.0087066684,0
0,0.5,-0.42089227,0.0087952241,0
0,0.5,-0.39070541,0.0077320808,0
0,0.5,-0.39272282,0.0078125,0
0,0.5,-0.390625,0.0077290148,0
0,0.5,-0.39453125,0.007884521,0
0,0.5,-0.39822322,0.0080267731,0
0,0.5,-0.3828125,0.0074054864,0
0,0.5,-0.38320366,0.0074213524,0
0,0.5,-0.39053795,0.0077254549,0
0,0.5,-0.38671875,0.0075689545,0
0,0.5,-0.40234375,0.0081800492,0
0,0.5,-0.40576014,0.0083023626,0
0,0.5,-0.39866823,0.0080432231,0
0,0.5,-0.3984375,0.0080346931,0
0,0.5,-0.43359375,0.0091463868,0
0,0.5,-0.43610421,0.009208289,0
0,0.5,-0.43095225,0.009077264,0
0,0.5,-0.4296875,0.0090444209,0
0,0.5,-0.31626615,0.0040463572,0
0,0.5,-0.31640625,0.0040542041,0
0,0.5,-0.31656322,0.0040632235,0
0,0.5,-0.3125,0.0038256296,0
0,0.5,-0.31387645,0.00390625,0
0,0.5,-0.34589407,0.0056684371,0
0,0.5,-0.34765625,0.0057588345,0
0,0.5,-0.34960741,0.0058574118,0
0,0.5,-0.34375,0.0055579748,0
0,0.5,-0.36078012,0.0064073866,0
0,0.5,-0.36328125,0.0065270462,0
0,0.5,-0.36603162,0.0066566058,0
0,0.5,-0.359375,0.0063407496,0
0,0.5,-0.3671875,0.0067107645,0
0,0.5,-0.36824158,0.0067584282,0
0,0.5,-0.3515625,0.0059562675,0
0,0.5,-0.35333112,0.0060438877,0
0,0.5,-0.3578279,0.006265399,0
0,0.5,-0.35546875,0.006150079,0
0,0.5,-0.33105615,0.004881354,0
0,0.5,-0.33203125,0.0049339724,0
0,0.5,-0.3331176,0.0049925903,0
0,0.5,-0.328125,0.0047199484,0
0,0.5,-0.3359375,0.0051459232,0
0,0.5,-0.33846912,0.0052808686,0
0,0.5,-0.3203125,0.0042798971,0
0,0.5,-0.3236551,0.0044698981,0
0,0.5,-0.3248485,0.0045360136,0
0,0.5,-0.32421875,0.0045009335,0
0,0.5,-0.34137052,0.0054330355,0
0,0.5,-0.33984375,0.005353319,0
0,0.5,-0.28125,0.0019509188,0
0,0.5,-0.28332785,0.0020778407,0
0,0.5,-0.296875,0.0028970339,0
0,0.5,-0.29995745,0.0030824689,0
0,0.5,-0.3046875,0.0033634903,0
0,0.5,-0.30826366,0.0035761592,0
0,0.5,-0.30859375,0.0035956881,0
0,0.5,-0.30888763,0.0036123598,0
0,0.5,-0.30078125,0.0031317009,0
0,0.5,-0.30151328,0.0031742235,0
0,0.5,-0.2890625,0.0024262464,0
0,0.5,-0.29164553,0.002583022,0
0,0.5,-0.29296875,0.0026628836,0
0,0.5,-0.29414248,0.002732516,0
0,0.5,-0.28515625,0.0021893498,0
0,0.5,-0.28677532,0.0022871934,0
0,0.5,-0.265625,0.00098515884,0
0,0.5,-0.26667541,0.0010504245,0
0,0.5,-0.2734375,0.0014704583,0
0,0.5,-0.27500436,0.0015668516,0
0,0.5,-0.27734375,0.0017114641,0
0,0.5,-0.27941161,0.0018383764,0
0,0.5,-0.26953125,0.001229113,0
0,0.5,-0.27205205,0.0013854631,0
0,0.5,-0.2578125,0.00049504323,0
0,0.5,-0.25834069,0.00052819448,0
0,0.5,-0.26171875,0.00074163696,0
0,0.5,-0.26469678,0.00092823757,0
0,0.5,-0.25390625,0.00024866822,0
0,0.5,-0.25734597,0.00046651834,0
0,0.5,-0.37421823,0.0070307208,0
0,0.5,-0.37109375,0.0068895109,0
0,0.5,-0.49609375,0.0099952901,0
0,0.5,-0.49781591,0.009996607,0
0,0.5,-0.49436632,0.0099913161,0
0,0.5,-0.5,0.0099982731,0
0,0.5,-0.4921875,0.0099863065,0
0,0.5,-0.12109375,-0.0072370088,0
0,0.5,-0.12428409,-0.0070965909,0
0,0.5,-0.11761279,-0.0073872143,0
0,0.5,-0.125,-0.0070658573,0
0,0.5,-0.0546875,-0.0094179297,0
0,0.5,-0.056258943,-0.009383942,0
0,0.5,-0.053048883,-0.0094511174,0
0,0.5,-0.061036289,-0.0092762113,0
0,0.5,-0.0625,-0.0092423549,0
0,0.5,-0.05859375,-0.0093330778,0
0,0.5,-0.0234375,-0.0098908152,0
0,0.5,-0.02549544,-0.0098704398,0
0,0.5,-0.021341579,-0.009908421,0
0,0.5,-0.029231928,-0.0098305708,0
0,0.5,-0.03125,-0.0098075354,0
0,0.5,-0.02734375,-0.0098521356,0
0,0.5,-0.013475526,-0.0099619739,0
0,0.5,-0.015625,-0.0099504571,0
0,0.5,-0.01171875,-0.0099713858,0
0,0.5,-0.017748371,-0.0099358698,0
0,0.5,-0.01953125,-0.0099236285,0
0,0.5,-0.045085624,-0.0096018752,0
0,0.5,-0.046875,-0.0095708473,0
0,0.5,-0.040921297,-0.0096712969,0
0,0.5,-0.04296875,-0.0096387109,0
0,0.5,-0.048600931,-0.0095384307,0
0,0.5,-0.05078125,-0.0094972812,0
0,0.5,-0.033219613,-0.009782115,0
0,0.5,-0.03515625,-0.0097570866,0
0,0.5,-0.03714662,-0.0097283795,0
0,0.5,-0.0390625,-0.0097008003,0
0,0.5,-0.0859375,-0.0085826507,0
0,0.5,-0.086683601,-0.0085586002,0
0,0.5,-0.085142277,-0.0086077238,0
0,0.5,-0.093225181,-0.0083373189,0
0,0.5,-0.09375,-0.0083193369,0
0,0.5,-0.08984375,-0.00845413,0
0,0.5,-0.077083103,-0.0088543994,0
0,0.5,-0.078125,-0.0088244276,0
0,0.5,-0.071511909,-0.0090119131,0
0,0.5,-0.07421875,-0.0089374958,0
0,0.5,-0.079107724,-0.0087952241,0
0,0.5,-0.08203125,-0.0087066665,0
0,0.5,-0.10727721,-0.0078125,0
0,0.5,-0.10929459,-0.0077320822,0
0,0.5,-0.109375,-0.0077290162,0
0,0.5,-0.10177677,-0.0080267722,0
0,0.5,-0.10546875,-0.007884521,0
0,0.5,-0.11679635,-0.0074213524,0
0,0.5,-0.1171875,-0.0074054864,0
0,0.5,-0.10946205,-0.0077254567,0
0,0.5,-0.11328125,-0.0075689531,0
0,0.5,-0.094239861,-0.0083023626,0
0,0.5,-0.09765625,-0.0081800502,0
0,0.5,-0.10133178,-0.0080432212,0
0,0.5,-0.1015625,-0.0080346912,0
0,0.5,-0.063895792,-0.0092082899,0
0,0.5,-0.06640625,-0.0091463868,0
0,0.5,-0.069047734,-0.0090772649,0
0,0.5,-0.0703125,-0.0090444218,0
0,0.5,-0.18359375,-0.0040542027,0
0,0.5,-0.18373385,-0.0040463558,0
0,0.5,-0.18343678,-0.0040632216,0
0,0.5,-0.18612355,-0.00390625,0
0,0.5,-0.1875,-0.0038256296,0
0,0.5,-0.15234375,-0.0057588345,0
0,0.5,-0.15410593,-0.0056684366,0
0,0.5,-0.15039259,-0.0058574118,0
0,0.5,-0.15625,-0.0055579753,0
0,0.5,-0.13671875,-0.0065270457,0
0,0.5,-0.13921988,-0.0064073862,0
0,0.5,-0.1339684,-0.0066566048,0
0,0.5,-0.140625,-0.0063407486,0
0,0.5,-0.13175842,-0.0067584282,0
0,0.5,-0.1328125,-0.006710764,0
0,0.5,-0.14666888,-0.0060438877,0
0,0.5,-0.1484375,-0.0059562675,0
0,0.5,-0.1421721,-0.006265399,0
0,0.5,-0.14453125,-0.0061500799,0
0,0.5,-0.16796875,-0.0049339724,0
0,0.5,-0.16894385,-0.004881354,0
0,0.5,-0.16688241,-0.0049925898,0
0,0.5,-0.171875,-0.0047199484,0
0,0.5,-0.16153087,-0.0052808682,0
0,0.5,-0.1640625,-0.0051459237,0
0,0.5,-0.1763449,-0.0044698981,0
0,0.5,-0.1796875,-0.0042798971,0
0,0.5,-0.17515148,-0.0045360136,0
0,0.5,-0.17578125,-0.0045009335,0
0,0.5,-0.15862946,-0.0054330346,0
0,0.5,-0.16015625,-0.0053533185,0
0,0.5,-0.21667215,-0.0020778414,0
0,0.5,-0.21875,-0.0019509196,0
0,0.5,-0.20004253,-0.0030824675,0
0,0.5,-0.203125,-0.0028970351,0
0,0.5,-0.19173634,-0.0035761576,0
0,0.5,-0.1953125,-0.0033634889,0
0,0.5,-0.19111235,-0.0036123584,0
0,0.5,-0.19140625,-0.0035956868,0
0,0.5,-0.19848672,-0.0031742223,0
0,0.5,-0.19921875,-0.0031317,0
0,0.5,-0.20835447,-0.0025830225,0
0,0.5,-0.2109375,-0.0024262457,0
0,0.5,-0.20585752,-0.002732517,0
0,0.5,-0.20703125,-0.0026628848,0
0,0.5,-0.21322469,-0.0022871927,0
0,0.5,-0.21484375,-0.0021893505,0
0,0.5,-0.23332457,-0.0010504245,0
0,0.5,-0.234375,-0.00098515919,0
0,0.5,-0.22499564,-0.0015668516,0
0,0.5,-0.2265625,-0.0014704583,0
0,0.5,-0.22058837,-0.0018383772,0
0,0.5,-0.22265625,-0.0017114633,0
0,0.5,-0.22794797,-0.0013854631,0
0,0.5,-0.23046875,-0.001229113,0
0,0.5,-0.2416593,-0.00052819448,0
0,0.5,-0.2421875,-0.00049504306,0
0,0.5,-0.23530324,-0.00092823757,0
0,0.5,-0.23828125,-0.00074163824,0
0,0.5,-0.24265403,-0.00046651834,0
0,0.5,-0.24609375,-0.00024866822,0
0,0.5,-0.12578177,-0.007030719,0
0,0.5,-0.12890625,-0.006889509,0
1,0.5,-0.0014765379,-0.0092890374,0
1,0.5,-0.00390625,-0.0092835901,0
1,0.5,-0.0063429601,-0.0092820404,0
1,0.5,0,-0.0092933122,0
1,0.5,-0.0078125,-0.0092821093,0
1,0.5,-0.0092736902,-0.0092736902,0
1,0.5,0.0078125,-0.0092821093,0
1,0.5,0.0063429601,-0.0092820404,0
1,0.5,0.0092736902,-0.0092736902,0
1,0.5,0.0014765379,-0.0092890374,0
1,0.5,0.00390625,-0.0092835901,0
1,0.5,0.25000003,-3.4002241e-08,0
1,0.5,0.25,-3.6073672e-08,0
1,0.5,0.25000063,0,0
1,0.5,0.12890625,-0.0063839471,0
1,0.5,0.12632342,-0.0064890808,0
1,0.5,0.1312791,-0.0062790904,0
1,0.5,0.125,-0.0065409821,0
1,0.5,0.19085082,-0.0033508311,0
1,0.5,0.1875,-0.0035336926,0
1,0.5,0.22045493,-0.0017049281,0
1,0.5,0.21875,-0.0018051622,0
1,0.5,0.2352336,-0.000858602,0
1,0.5,0.234375,-0.00091022748,0
1,0.5,0.24261819,-0.0004306839,0
1,0.5,0.2421875,-0.00045678022,0
1,0.5,0.24999996,-3.8123581e-08,0
1,0.5,0.24609375,-0.00022719358,0
1,0.5,0.24170455,-0.00048295211,0
1,0.5,0.23828125,-0.00067977048,0
1,0.5,0.22784595,-0.0012834532,0
1,0.5,0.2265625,-0.0013598514,0
1,0.5,0.23341233,-0.00096267287,0
1,0.5,0.23046875,-0.0011295764,0
1,0.5,0.22512406,-0.0014384408,0
1,0.5,0.22265625,-0.0015760958,0
1,0.5,0.20566155,-0.0025365467,0
1,0.5,0.203125,-0.0026809676,0
1,0.5,0.21306023,-0.0021227307,0
1,0.5,0.2109375,-0.0022456946,0
1,0.5,0.21684046,-0.0019095406,0
1,0.5,0.21484375,-0.0020188387,0
1,0.5,0.20856223,-0.0023752803,0
1,0.5,0.20703125,-0.0024573118,0
1,0.5,0.19825853,-0.0029460413,0
1,0.5,0.1953125,-0.0031104833,0
1,0.5,0.20029004,-0.0028349636,0
1,0.5,0.19921875,-0.0028910039,0
1,0.5,0.19202463,-0.0032878667,0
1,0.5,0.19140625,-0.003319361,0
1,0.5,0.16015625,-0.0049509616,0
1,0.5,0.15906125,-0.0050012423,0
1,0.5,0.16114947,-0.0048994687,0
1,0.5,0.15625,-0.0051354235,0
1,0.5,0.17578125,-0.0041565839,0
1,0.5,0.17551835,-0.0041691456,0
1,0.5,0.17601852,-0.0041435272,0
1,0.5,0.171875,-0.0043566329,0
1,0.5,0.18343796,-0.0037504553,0
1,0.5,0.18050905,-0.00390625,0
1,0.5,0.1796875,-0.0039499351,0
1,0.5,0.1837668,-0.0037331968,0
1,0.5,0.18359375,-0.0037417519,0
1,0.5,0.16728292,-0.0045920806,0
1,0.5,0.1640625,-0.0047519463,0
1,0.5,0.16858922,-0.0045267167,0
1,0.5,0.16796875,-0.0045599071,0
1,0.5,0.14453125,-0.0056946585,0
1,0.5,0.14266136,-0.0057761334,0
1,0.5,0.14623737,-0.0056123664,0
1,0.5,0.140625,-0.0058650207,0
1,0.5,0.15085389,-0.0053961077,0
1,0.5,0.1484375,-0.0055066166,0
1,0.5,0.13448431,-0.006140695,0
1,0.5,0.1328125,-0.0062100384,0
1,0.5,0.13876425,-0.0059517454,0
1,0.5,0.13671875,-0.0060463864,0
1,0.5,0.15369897,-0.0052614673,0
1,0.5,0.15234375,-0.0053293514,0
1,0.5,0.0703125,-0.0083950628,0
1,0.5,0.069717281,-0.0084077194,0
1,0.5,0.070878871,-0.0083788745,0
1,0.5,0.063250259,-0.0085627567,0
1,0.5,0.0625,-0.0085821217,0
1,0.5,0.06640625,-0.0084868288,0
1,0.5,0.09765625,-0.0075789522,0
1,0.5,0.093856566,-0.0077059357,0
1,0.5,0.10120533,-0.0074553364,0
1,0.5,0.09375,-0.0077090701,0
1,0.5,0.11328125,-0.0070138723,0
1,0.5,0.11005321,-0.0071342895,0
1,0.5,0.11627021,-0.0068952055,0
1,0.5,0.109375,-0.0071576554,0
1,0.5,0.11817947,-0.0068205278,0
1,0.5,0.1171875,-0.0068571046,0
1,0.5,0.10194534,-0.0074296603,0
1,0.5,0.1015625,-0.0074418983,0
1,0.5,0.10874512,-0.0071826177,0
1,0.5,0.10546875,-0.0073048584,0
1,0.5,0.078488044,-0.0081755444,0
1,0.5,0.078125,-0.0081869056,0
1,0.5,0.085788094,-0.0079619102,0
1,0.5,0.08203125,-0.0080728736,0
1,0.5,0.077741526,-0.0081959702,0
1,0.5,0.07421875,-0.0082901726,0
1,0.5,0.090554282,-0.0078125,0
1,0.5,0.08984375,-0.0078354236,0
1,0.5,0.086078264,-0.007953262,0
1,0.5,0.093650118,-0.0077126175,0
1,0.5,0.0859375,-0.0079580378,0
1,0.5,0.0390625,-0.0090141306,0
1,0.5,0.037847478,-0.0090275211,0
1,0.5,0.040243704,-0.0089937048,0
1,0.5,0.032533418,-0.0090959193,0
1,0.5,0.03125,-0.0091144191,0
1,0.5,0.03515625,-0.0090605635,0
1,0.5,0.047933042,-0.008870543,0
1,0.5,0.046875,-0.0088918693,0
1,0.5,0.053736728,-0.0087632723,0
1,0.5,0.05078125,-0.0088167964,0
1,0.5,0.045780666,-0.0089068338,0
1,0.5,0.04296875,-0.0089495657,0
1,0.5,0.017048711,-0.0092362119,0
